Username (not for points),at.cpp,clear.cpp,copyConstructor.cpp,count.cpp,empty.cpp,erase.cpp,find.cpp,get_letter_frequency.cpp,insert.cpp,operatorBracket.cpp,operatorEquals.cpp,size.cpp,"Username accurate (0 good, 1 bad)",Bytes definitely lost (memory leak) (0 is perfect),Print function (0 is perfect)
tgfnzb,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,0,0,0
