Username (not for points),copy_constructor.cpp,default_constructor.cpp,empty.cpp,my_is_sorted.cpp,my_sort.cpp,operator_eq.cpp,parameterized_constructor.cpp,pop.cpp,push.cpp,size.cpp,top.cpp,Bytes definitely lost (memory leak) (0 is perfect)
tgfnzb,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,0
